Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TCP,TCP,1,192.168.1.1,49203,80,62,0.0,1
BOOTP,UDP,1,255.255.255.255,68,67,331,0.7202997493730893,1
TCP,TCP,1,192.168.1.1,49204,80,62,1.042385014800844,1
TCP,TCP,1,192.168.1.1,49205,80,62,1.5635775222012662,1
TCP,TCP,1,192.168.1.1,49206,80,62,1.6332911800296532,1
TCP,TCP,1,192.168.1.1,49397,80,66,1.4245927756711592,1
TCP,TCP,1,192.168.1.1,49398,80,66,1.4850967323099435,1
BOOTP,UDP,1,255.255.255.255,68,67,342,1.7259488518228228,1
TCP,TCP,1,192.168.1.1,49399,80,66,1.9725129735117974,1
TCP,TCP,1,192.168.1.1,49400,80,66,1.9691470490886978,1
TCP,TCP,1,192.168.1.1,49401,80,66,1.9604488251737786,1
TCP,TCP,1,192.168.1.1,49290,80,66,2.1499189260560057,1
TCP,TCP,1,192.168.1.1,49291,80,66,2.1250831185133094,1
TCP,TCP,1,192.168.1.1,49292,80,66,2.2958312978931943,1
BOOTP,UDP,1,255.255.255.255,68,67,331,2.4724337054234398,1
TCP,TCP,1,192.168.1.1,49402,80,66,2.6490361129536857,1
TCP,TCP,1,192.168.1.1,49293,80,66,2.596725964932578,1
TCP,TCP,1,192.168.1.1,49403,80,66,2.7590213377408643,1
TCP,TCP,1,192.168.1.1,49294,80,66,2.9213167105491507,1
TCP,TCP,1,192.168.1.1,49404,80,66,2.839223275083822,1
TCP,TCP,1,192.168.1.1,49295,80,66,2.988656079035602,1
TCP,TCP,1,192.168.1.1,49398,80,66,2.907646095457328,1
TCP,TCP,1,192.168.1.1,49397,80,66,3.046105433336248,1
TCP,TCP,1,192.168.1.1,49399,80,66,3.1845647712151686,1
TCP,TCP,1,192.168.1.1,49405,80,66,3.323024109094089,1
TCP,TCP,1,192.168.1.1,49296,80,66,3.461483446973009,1
TCP,TCP,1,192.168.1.1,49400,80,66,3.353669057473688,1
TCP,TCP,1,192.168.1.1,49406,80,66,3.4826563289149837,1
TCP,TCP,1,192.168.1.1,49297,80,66,3.6116436003562793,1
TCP,TCP,1,192.168.1.1,49401,80,66,3.5011177054900293,1
TCP,TCP,1,192.168.1.1,49291,80,66,3.6218459022310645,1
TCP,TCP,1,192.168.1.1,49290,80,66,3.7425740989721,1
TCP,TCP,1,192.168.1.1,49292,80,66,3.8633022957131358,1
TCP,TCP,1,192.168.1.1,49298,80,66,3.984030492454171,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,3.8577466901814645,1
TCP,TCP,1,192.168.1.1,49402,80,66,3.971209828127978,1
TCP,TCP,1,192.168.1.1,49293,80,66,4.077456333841115,1
TCP,TCP,1,192.168.1.1,49299,80,66,4.190719009781146,1
TCP,TCP,1,192.168.1.1,49403,80,66,4.066867424964804,1
TCP,TCP,1,192.168.1.1,49294,80,66,4.16693386883814,1
ARP,TCP,1,192.168.1.1,0,0,60,4.273778327013477,1
ARP,TCP,0,192.168.1.12,0,0,42,4.152249009290248,0
DHCPV6,TCP,1,ff02::1:2,546,547,155,4.253523375370498,1
TCP,TCP,1,192.168.1.1,49404,80,66,4.347928969832586,1
ARP,TCP,1,192.168.1.1,0,0,60,4.449043597037995,1
ARP,TCP,0,192.168.1.11,0,0,42,4.550158224243404,0
TCP,TCP,1,192.168.1.1,49295,80,66,4.651272851448813,1
TCP,TCP,1,192.168.1.1,49208,80,66,4.744903397940101,1
TCP,TCP,1,192.168.1.1,49207,80,66,4.613373845611575,1
TCP,TCP,1,192.168.1.1,49405,80,66,4.7094858007284826,1
TCP,TCP,1,192.168.1.1,49296,80,66,4.80559775584539,1
TCP,TCP,1,192.168.1.1,49406,80,66,4.663966323254977,1
TCP,TCP,1,192.168.1.1,49297,80,66,4.748642540079226,1
TCP,TCP,1,192.168.1.1,49209,80,66,4.839962588926904,1
TCP,TCP,1,192.168.1.1,49298,80,66,4.70987803877106,1
TCP,TCP,1,192.168.1.1,49210,80,66,4.790580300593719,1
TCP,TCP,1,192.168.1.1,49299,80,66,4.668366349008592,1
TCP,TCP,1,192.168.1.1,49211,80,66,4.745559045144214,1
TCP,TCP,1,192.168.1.1,49212,80,66,4.630369970108592,1
TCP,TCP,1,192.168.1.1,49398,80,62,4.704345467827036,1
TCP,TCP,1,192.168.1.1,49397,80,62,4.595460512974652,1
TCP,TCP,1,192.168.1.1,49208,80,66,4.666476191459355,1
TCP,TCP,1,192.168.1.1,49207,80,66,4.742975801155411,1
TCP,TCP,1,192.168.1.1,49213,80,66,4.8194754108514655,1
TCP,TCP,1,192.168.1.1,49399,80,62,4.895975020547521,1
TCP,TCP,1,192.168.1.1,49214,80,66,4.78408017874854,1
TCP,TCP,1,192.168.1.1,49400,80,62,4.857681412267748,1
TCP,TCP,1,192.168.1.1,49209,80,66,4.746018924602814,1
TCP,TCP,1,192.168.1.1,49215,80,66,4.8168550279550955,1
TCP,TCP,1,192.168.1.1,49401,80,62,4.887691131307376,1
TCP,TCP,1,192.168.1.1,49291,80,62,4.958527234659657,1
TCP,TCP,1,192.168.1.1,49290,80,62,4.847256483765585,1
TCP,TCP,1,192.168.1.1,49292,80,62,4.910298412891259,1
TCP,TCP,1,192.168.1.1,49210,80,66,4.978497001959194,1
TCP,TCP,1,192.168.1.1,49216,80,66,5.0413324671083055,1
TCP,TCP,1,192.168.1.1,49402,80,62,5.109458581528688,1
TCP,TCP,1,192.168.1.1,49293,80,62,5.17758469594907,1
TCP,TCP,1,192.168.1.1,49211,80,66,5.073190029220668,1
TCP,TCP,1,192.168.1.1,49403,80,62,5.133799270901817,1
TCP,TCP,1,192.168.1.1,49294,80,62,5.199617210272353,1
TCP,TCP,1,192.168.1.1,49212,80,66,5.092883751150643,1
TCP,TCP,1,192.168.1.1,49404,80,62,5.1514290959789095,1
TCP,TCP,1,192.168.1.1,49295,80,62,5.215026986052723,1
TCP,TCP,1,192.168.1.1,49213,80,66,5.111291043715929,1
BOOTP,UDP,1,255.255.255.255,68,67,331,5.167908414360245,1
TCP,TCP,1,192.168.1.1,49405,80,62,5.22943113357882,1
TCP,TCP,1,192.168.1.1,49296,80,62,5.285881026297258,1
BOOTP,UDP,1,255.255.255.255,68,67,342,5.34734475916118,1
TCP,TCP,1,192.168.1.1,49214,80,66,5.247802050701816,1
TCP,TCP,1,192.168.1.1,49406,80,62,5.302503674889484,1
TCP,TCP,1,192.168.1.1,49297,80,62,5.36208236786577,1
TCP,TCP,1,192.168.1.1,49215,80,66,5.421661060842056,1
DATA,UDP,1,172.16.255.255,60321,1947,82,5.318136985383075,1
TCP,TCP,1,192.168.1.1,49298,80,62,5.375942822180717,1
TCP,TCP,1,192.168.1.1,49216,80,66,5.428853460827062,1
TCP,TCP,1,192.168.1.1,49299,80,62,5.328201186681433,1
ARP,TCP,1,192.168.1.1,0,0,60,5.228751613576223,1
ARP,TCP,0,192.168.1.10,0,0,42,5.283217776217642,0
TCP,TCP,1,192.168.1.1,49208,80,62,5.187823298844,1
TCP,TCP,1,192.168.1.1,49207,80,62,5.097639121715811,1
BOOTP,UDP,1,255.255.255.255,68,67,331,5.149130425975566,1
BOOTP,UDP,1,255.255.255.255,68,67,342,5.062372161196271,1
TCP,TCP,1,192.168.1.1,49209,80,62,5.108500579242166,1
TCP,TCP,1,192.168.1.1,49210,80,62,5.028931728453551,1
TCP,TCP,1,192.168.1.1,49211,80,62,4.949587268703738,1
TCP,TCP,1,192.168.1.1,49212,80,62,4.87414970447276,1
TCP,TCP,1,192.168.1.1,49213,80,62,4.802337407984528,1
TCP,TCP,1,192.168.1.1,49214,80,62,4.733895134499465,1
TCP,TCP,1,192.168.1.1,49215,80,62,4.668591193789878,1
TCP,TCP,1,192.168.1.1,49216,80,62,4.606214522368565,1
BOOTP,UDP,1,255.255.255.255,68,67,331,4.6484733711976345,1
TCP,TCP,1,192.168.1.1,49407,80,66,4.489489469566327,1
TCP,TCP,1,192.168.1.1,49408,80,66,4.527079073394526,1
TCP,TCP,1,192.168.1.1,49300,80,66,4.567499422264119,1
TCP,TCP,1,192.168.1.1,49409,80,66,4.5139967741134255,1
TCP,TCP,1,192.168.1.1,49301,80,66,4.553593237044245,1
TCP,TCP,1,192.168.1.1,49410,80,66,4.498713938586368,1
TCP,TCP,1,192.168.1.1,49302,80,66,4.53749595529832,1
TCP,TCP,1,192.168.1.1,49411,80,66,4.484047127190938,1
TCP,TCP,1,192.168.1.1,49303,80,66,4.5193685863311535,1
TCP,TCP,1,192.168.1.1,49304,80,66,4.557346473611247,1
TCP,TCP,1,192.168.1.1,49305,80,66,4.595324360891341,1
TCP,TCP,1,192.168.1.1,49412,80,66,4.544459159985726,1
TCP,TCP,1,192.168.1.1,49306,80,66,4.58170882523151,1
TCP,TCP,1,192.168.1.1,49413,80,66,4.529474403121298,1
TCP,TCP,1,192.168.1.1,49307,80,66,4.566002422501308,1
TCP,TCP,1,192.168.1.1,49414,80,66,4.515059217731981,1
TCP,TCP,1,192.168.1.1,49407,80,66,4.5508930210473135,1
TCP,TCP,1,192.168.1.1,49408,80,66,4.584164365942972,1
TCP,TCP,1,192.168.1.1,49308,80,66,4.619978150051902,1
TCP,TCP,1,192.168.1.1,49300,80,66,4.655791934160831,1
TCP,TCP,1,192.168.1.1,49409,80,66,4.691605718269761,1
TCP,TCP,1,192.168.1.1,49415,80,66,4.641843586705685,1
TCP,TCP,1,192.168.1.1,49309,80,66,4.674444955864421,1
TCP,TCP,1,192.168.1.1,49301,80,66,4.709591158540093,1
TCP,TCP,1,192.168.1.1,49410,80,66,4.660420514625926,1
TCP,TCP,1,192.168.1.1,49416,80,66,4.6924153051527435,1
TCP,TCP,1,192.168.1.1,49310,80,66,4.726918358867102,1
TCP,TCP,1,192.168.1.1,49302,80,66,4.76142141258146,1
TCP,TCP,1,192.168.1.1,49411,80,66,4.7933446232129295,1
TCP,TCP,1,192.168.1.1,49304,80,66,4.746131295475864,1
TCP,TCP,1,192.168.1.1,49305,80,66,4.7775057872026245,1
TCP,TCP,1,192.168.1.1,49303,80,66,4.811388806970019,1
TCP,TCP,1,192.168.1.1,49311,80,66,4.845271826737413,1
TCP,TCP,1,192.168.1.1,49412,80,66,4.876577411654047,1
TCP,TCP,1,192.168.1.1,49306,80,66,4.828814371138625,1
TCP,TCP,1,192.168.1.1,49312,80,66,4.862116539215443,1
TCP,TCP,1,192.168.1.1,49413,80,66,4.892876951013878,1
TCP,TCP,1,192.168.1.1,49307,80,66,4.843179021128045,1
TCP,TCP,1,192.168.1.1,49313,80,66,4.873415496008331,1
TCP,TCP,1,192.168.1.1,49414,80,66,4.906122982558722,1
TCP,TCP,1,192.168.1.1,49308,80,66,4.857053520421822,1
TCP,TCP,1,192.168.1.1,49217,80,66,4.886767507681625,1
TCP,TCP,1,192.168.1.1,49218,80,66,4.918917293916373,1
TCP,TCP,1,192.168.1.1,49314,80,66,4.948585340288954,1
TCP,TCP,1,192.168.1.1,49415,80,66,4.980719011329792,1
TCP,TCP,1,192.168.1.1,49309,80,66,4.933715368003951,1
TCP,TCP,1,192.168.1.1,49417,80,66,4.962893390666752,1
TCP,TCP,1,192.168.1.1,49416,80,66,4.994504176594566,1
TCP,TCP,1,192.168.1.1,49310,80,66,4.945638568269599,1
TCP,TCP,1,192.168.1.1,49219,80,66,4.9743296599289515,1
TCP,TCP,1,192.168.1.1,49418,80,66,5.005419220303507,1
TCP,TCP,1,192.168.1.1,49311,80,66,5.036508780678063,1
TCP,TCP,1,192.168.1.1,49220,80,66,4.987774606765784,1
TCP,TCP,1,192.168.1.1,49419,80,66,5.015980186456279,1
TCP,TCP,1,192.168.1.1,49312,80,66,5.0465654314956465,1
TCP,TCP,1,192.168.1.1,49221,80,66,4.998453658856106,1
TCP,TCP,1,192.168.1.1,49420,80,66,5.026203995038756,1
TCP,TCP,1,192.168.1.1,49313,80,66,5.0563010249491676,1
TCP,TCP,1,192.168.1.1,49222,80,66,5.008796949492585,1
TCP,TCP,1,192.168.1.1,49421,80,66,5.036106537949597,1
TCP,TCP,1,192.168.1.1,49407,80,62,5.0657306940551825,1
TCP,TCP,1,192.168.1.1,49408,80,62,5.095354850160769,1
TCP,TCP,1,192.168.1.1,49300,80,62,5.122611772368051,1
TCP,TCP,1,192.168.1.1,49218,80,66,5.077178510356035,1
TCP,TCP,1,192.168.1.1,49217,80,66,5.106357697197161,1
TCP,TCP,1,192.168.1.1,49314,80,66,5.1332004588799105,1
BOOTP,UDP,1,255.255.255.255,68,67,331,5.162366370578092,1
TCP,TCP,1,192.168.1.1,49223,80,66,5.189171383802251,1
TCP,TCP,1,192.168.1.1,49422,80,66,5.218324032025859,1
TCP,TCP,1,192.168.1.1,49409,80,62,5.247476680249468,1
TCP,TCP,1,192.168.1.1,49301,80,62,5.276629328473076,1
TCP,TCP,1,192.168.1.1,49417,80,66,5.229679333938952,1
TCP,TCP,1,192.168.1.1,49224,80,66,5.256057949717333,1
TCP,TCP,1,192.168.1.1,49423,80,66,5.284779577857865,1
TCP,TCP,1,192.168.1.1,49410,80,62,5.3135012059983975,1
ARP,TCP,1,192.168.1.1,0,0,60,5.339830398524282,1
ARP,TCP,0,192.168.1.11,0,0,42,5.368539164107746,0
TCP,TCP,1,192.168.1.1,49302,80,62,5.3972479296912095,1
TCP,TCP,1,192.168.1.1,49219,80,66,5.349298599627185,1
TCP,TCP,1,192.168.1.1,49418,80,66,5.375228559317401,1
TCP,TCP,1,192.168.1.1,49225,80,66,5.403519235945387,1
TCP,TCP,1,192.168.1.1,49424,80,66,5.431809912573374,1
TCP,TCP,1,192.168.1.1,49411,80,62,5.46010058920136,1
TCP,TCP,1,192.168.1.1,49304,80,62,5.488391265829346,1
TCP,TCP,1,192.168.1.1,49305,80,62,5.516681942457333,1
TCP,TCP,1,192.168.1.1,49303,80,62,5.544972619085319,1
TCP,TCP,1,192.168.1.1,49220,80,66,5.570804900236202,1
TCP,TCP,1,192.168.1.1,49419,80,66,5.521148938973492,1
TCP,TCP,1,192.168.1.1,49226,80,66,5.546620867517686,1
TCP,TCP,1,192.168.1.1,49425,80,66,5.574493334188629,1
TCP,TCP,1,192.168.1.1,49412,80,62,5.602365800859572,1
TCP,TCP,1,192.168.1.1,49306,80,62,5.627791437151754,1
TCP,TCP,1,192.168.1.1,49221,80,66,5.65565179080102,1
TCP,TCP,1,192.168.1.1,49420,80,66,5.60555571056699,1
TCP,TCP,1,192.168.1.1,49426,80,66,5.630620418200019,1
TCP,TCP,1,192.168.1.1,49413,80,62,5.65808685926441,1
TCP,TCP,1,192.168.1.1,49307,80,62,5.6855533003288,1
TCP,TCP,1,192.168.1.1,49227,80,66,5.710573050058596,1
ARP,TCP,1,192.168.1.1,0,0,60,5.738027728183877,1
ARP,TCP,0,192.168.1.12,0,0,42,5.68753757855538,0
TCP,TCP,1,192.168.1.1,49222,80,66,5.714621090834215,1
TCP,TCP,1,192.168.1.1,49421,80,66,5.739279894852298,1
TCP,TCP,1,192.168.1.1,49427,80,66,5.766351969828016,1
TCP,TCP,1,192.168.1.1,49414,80,62,5.790978528281037,1
TCP,TCP,1,192.168.1.1,49228,80,66,5.818039175609453,1
TCP,TCP,1,192.168.1.1,49308,80,62,5.845099822937868,1
TCP,TCP,1,192.168.1.1,49223,80,66,5.869682801314928,1
TCP,TCP,1,192.168.1.1,49422,80,66,5.820597608371277,1
TCP,TCP,1,192.168.1.1,49428,80,66,5.84486325008648,1
TCP,TCP,1,192.168.1.1,49415,80,62,5.871552123374546,1
TCP,TCP,1,192.168.1.1,49229,80,66,5.8982409966626115,1
TCP,TCP,1,192.168.1.1,49309,80,62,5.922464229259616,1
TCP,TCP,1,192.168.1.1,49224,80,66,5.949141996058083,1
TCP,TCP,1,192.168.1.1,49423,80,66,5.897287441633259,1
TCP,TCP,1,192.168.1.1,49429,80,66,5.923614617711979,1
TCP,TCP,1,192.168.1.1,49416,80,62,5.947499249686501,1
TCP,TCP,1,192.168.1.1,49230,80,66,5.973815618047945,1
BOOTP,UDP,1,255.255.255.255,68,67,331,5.997669924424069,1
TCP,TCP,1,192.168.1.1,49310,80,62,6.023975494268035,1
TCP,TCP,1,192.168.1.1,49225,80,66,6.050281064111999,1
TCP,TCP,1,192.168.1.1,49424,80,66,5.997829751891576,1
TCP,TCP,1,192.168.1.1,49430,80,66,6.023794382852145,1
TCP,TCP,1,192.168.1.1,49231,80,66,6.047309679289871,1
TCP,TCP,1,192.168.1.1,49311,80,62,6.073263798085106,1
TCP,TCP,1,192.168.1.1,49226,80,66,6.0967496329621795,1
TCP,TCP,1,192.168.1.1,49425,80,66,6.044416718850612,1
TCP,TCP,1,192.168.1.1,49431,80,66,6.067604482276339,1
TCP,TCP,1,192.168.1.1,49312,80,62,6.09320618895261,1
TCP,TCP,1,192.168.1.1,49232,80,66,6.1188078956288825,1
TCP,TCP,1,192.168.1.1,49426,80,66,6.141956742234891,1
TCP,TCP,1,192.168.1.1,49227,80,66,6.089754927592188,1
TCP,TCP,1,192.168.1.1,49233,80,66,6.112614268378919,1
TCP,TCP,1,192.168.1.1,49313,80,62,6.137873005025113,1
TCP,TCP,1,192.168.1.1,49427,80,66,6.1631317416713065,1
TCP,TCP,1,192.168.1.1,49228,80,66,6.10895953601216,1
TCP,TCP,1,192.168.1.1,49234,80,66,6.131509226006877,1
TCP,TCP,1,192.168.1.1,49218,80,62,6.1564340602589365,1
TCP,TCP,1,192.168.1.1,49217,80,62,6.181358894510997,1
TCP,TCP,1,192.168.1.1,49314,80,62,6.2038716461089916,1
TCP,TCP,1,192.168.1.1,49428,80,66,6.22878679328212,1
TCP,TCP,1,192.168.1.1,49229,80,66,6.176881009544864,1
TCP,TCP,1,192.168.1.1,49235,80,66,6.19911039845738,1
TCP,TCP,1,192.168.1.1,49417,80,62,6.223710042895703,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,6.248309687334026,1
TCP,TCP,1,192.168.1.1,49429,80,66,6.2705031873700285,1
TCP,TCP,1,192.168.1.1,49230,80,66,6.2950933959479505,1
TCP,TCP,1,192.168.1.1,49236,80,66,6.243052327824658,1
TCP,TCP,1,192.168.1.1,49219,80,62,6.264970364269847,1
TCP,TCP,1,192.168.1.1,49418,80,62,6.289253195139111,1
TCP,TCP,1,192.168.1.1,49430,80,66,6.313536026008373,1
TCP,TCP,1,192.168.1.1,49231,80,66,6.335419111686452,1
TCP,TCP,1,192.168.1.1,49237,80,66,6.283557232795776,1
TCP,TCP,1,192.168.1.1,49220,80,62,6.305181433003731,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,6.329155506893478,1
TCP,TCP,1,192.168.1.1,49419,80,62,6.353129580783227,1
TCP,TCP,1,192.168.1.1,49431,80,66,6.374719688796556,1
BOOTP,UDP,1,255.255.255.255,68,67,331,6.398684800408573,1
TCP,TCP,1,192.168.1.1,49232,80,66,6.3467264316069265,1
TCP,TCP,1,192.168.1.1,49238,80,66,6.368055840465006,1
TCP,TCP,1,192.168.1.1,49221,80,62,6.391728910503909,1
TCP,TCP,1,192.168.1.1,49420,80,62,6.415401980542812,1
TCP,TCP,1,192.168.1.1,49233,80,66,6.436698092828691,1
TCP,TCP,1,192.168.1.1,49239,80,66,6.384940474479461,1
TCP,TCP,1,192.168.1.1,49222,80,62,6.405991468561289,1
TCP,TCP,1,192.168.1.1,49421,80,62,6.429370999468447,1
TCP,TCP,1,192.168.1.1,49234,80,66,6.450398049784539,1
TCP,TCP,1,192.168.1.1,49240,80,66,6.399116597304113,1
TCP,TCP,1,192.168.1.1,49223,80,62,6.419904655635162,1
TCP,TCP,1,192.168.1.1,49422,80,62,6.442997837849677,1
TCP,TCP,1,192.168.1.1,49235,80,66,6.466091020064192,1
TCP,TCP,1,192.168.1.1,49241,80,66,6.41294954595604,1
TCP,TCP,1,192.168.1.1,49224,80,62,6.433481118524823,1
TCP,TCP,1,192.168.1.1,49423,80,62,6.456294881356471,1
TCP,TCP,1,192.168.1.1,49236,80,66,6.47910864418812,1
TCP,TCP,1,192.168.1.1,49225,80,62,6.42645163269764,1
TCP,TCP,1,192.168.1.1,49424,80,62,6.446733002913246,1
TCP,TCP,1,192.168.1.1,49237,80,66,6.469274027398956,1
TCP,TCP,1,192.168.1.1,49226,80,62,6.41735211515066,1
TCP,TCP,1,192.168.1.1,49425,80,62,6.437397047912521,1
TCP,TCP,1,192.168.1.1,49238,80,66,6.459671778182114,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.408465125663555,1
TCP,TCP,1,192.168.1.1,49426,80,62,6.428279102827921,1
TCP,TCP,1,192.168.1.1,49227,80,62,6.450293757289661,1
TCP,TCP,1,192.168.1.1,49239,80,66,6.4723084117514,1
TCP,TCP,1,192.168.1.1,49427,80,62,6.492093602611278,1
TCP,TCP,1,192.168.1.1,49228,80,62,6.443319311188431,1
TCP,TCP,1,192.168.1.1,49315,80,66,6.465087281834339,1
TCP,TCP,1,192.168.1.1,49240,80,66,6.484653364737965,1
TCP,TCP,1,192.168.1.1,49428,80,62,6.506413946498831,1
TCP,TCP,1,192.168.1.1,49229,80,62,6.455858371503955,1
TCP,TCP,1,192.168.1.1,49316,80,66,6.4752042477253156,1
TCP,TCP,1,192.168.1.1,49241,80,66,6.496716554196164,1
TCP,TCP,1,192.168.1.1,49429,80,62,6.446837747213414,1
TCP,TCP,1,192.168.1.1,49230,80,62,6.465968381579699,1
TCP,TCP,1,192.168.1.1,49317,80,66,6.487238014413843,1
TCP,TCP,1,192.168.1.1,49430,80,62,6.508507647247987,1
TCP,TCP,1,192.168.1.1,49318,80,66,6.459057712409931,1
TCP,TCP,1,192.168.1.1,49319,80,66,6.480096988346119,1
TCP,TCP,1,192.168.1.1,49320,80,66,6.499003311270532,1
TCP,TCP,1,192.168.1.1,49231,80,62,6.520035684446165,1
TCP,TCP,1,192.168.1.1,49431,80,62,6.53892274006248,1
TCP,TCP,1,192.168.1.1,49321,80,66,6.4918150411498035,1
ARP,TCP,1,192.168.1.1,0,0,60,6.512622140640668,1
ARP,TCP,0,192.168.1.10,0,0,42,6.533429240131533,0
TCP,TCP,1,192.168.1.1,49232,80,62,6.5521097200441325,1
TCP,TCP,1,192.168.1.1,49322,80,66,6.5729100683617325,1
TCP,TCP,1,192.168.1.1,49233,80,62,6.523857313902343,1
TCP,TCP,1,192.168.1.1,49323,80,66,6.5423370350483,1
TCP,TCP,1,192.168.1.1,49315,80,66,6.494134297561787,1
TCP,TCP,1,192.168.1.1,49234,80,62,6.514492085328438,1
TCP,TCP,1,192.168.1.1,49324,80,66,6.532775284231093,1
TCP,TCP,1,192.168.1.1,49316,80,66,6.48518659967955,1
TCP,TCP,1,192.168.1.1,49235,80,62,6.505326930734455,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.525467261789361,1
TCP,TCP,1,192.168.1.1,49325,80,66,6.5456075928442665,1
TCP,TCP,1,192.168.1.1,49317,80,66,6.496355506463604,1
TCP,TCP,1,192.168.1.1,49236,80,62,6.5162829773423265,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.536210448221049,1
TCP,TCP,1,192.168.1.1,49318,80,66,6.554100553243716,1
TCP,TCP,1,192.168.1.1,49319,80,66,6.574021831521052,1
TCP,TCP,1,192.168.1.1,49320,80,66,6.5939431097983885,1
TCP,TCP,1,192.168.1.1,49326,80,66,6.613864388075725,1
DATA,UDP,1,172.16.255.255,55384,1947,82,6.566447924580136,1
TCP,TCP,1,192.168.1.1,49237,80,62,6.586166987416713,1
TCP,TCP,1,192.168.1.1,49321,80,66,6.603854749413371,1
TCP,TCP,1,192.168.1.1,49327,80,66,6.623567748665351,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.5765445724087686,1
TCP,TCP,1,192.168.1.1,49238,80,62,6.59405224871768,1
TCP,TCP,1,192.168.1.1,49322,80,66,6.61356127903933,1
TCP,TCP,1,192.168.1.1,49239,80,62,6.6330703093609795,1
TCP,TCP,1,192.168.1.1,49328,80,66,6.586434359141022,1
TCP,TCP,1,192.168.1.1,49323,80,66,6.603759761179795,1
TCP,TCP,1,192.168.1.1,49240,80,62,6.623069000247572,1
BOOTP,UDP,1,255.255.255.255,68,67,331,6.577004378822483,1
TCP,TCP,1,192.168.1.1,49329,80,66,6.594156932157522,1
TCP,TCP,1,192.168.1.1,49324,80,66,6.6132704305116015,1
TCP,TCP,1,192.168.1.1,49241,80,62,6.632383928865681,1
TCP,TCP,1,192.168.1.1,49432,80,66,6.586690994948387,1
TCP,TCP,1,192.168.1.1,49325,80,66,6.603668556141772,1
TCP,TCP,1,192.168.1.1,49433,80,66,6.622590242549054,1
TCP,TCP,1,192.168.1.1,49326,80,66,6.577445905883442,1
TCP,TCP,1,192.168.1.1,49434,80,66,6.596185068008467,1
TCP,TCP,1,192.168.1.1,49327,80,66,6.549827992560198,1
TCP,TCP,1,192.168.1.1,49435,80,66,6.568382746080199,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.5227483762956355,1
TCP,TCP,1,192.168.1.1,49328,80,66,6.539248095454548,1
TCP,TCP,1,192.168.1.1,49436,80,66,6.496191443457806,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.512539478909086,1
TCP,TCP,1,192.168.1.1,49315,80,62,6.530730929967491,1
TCP,TCP,1,192.168.1.1,49329,80,66,6.548922381025896,1
TCP,TCP,1,192.168.1.1,49437,80,66,6.506184518853797,1
TCP,TCP,1,192.168.1.1,49316,80,62,6.522373153191301,1
TCP,TCP,1,192.168.1.1,49432,80,66,6.540390758586858,1
TCP,TCP,1,192.168.1.1,49438,80,66,6.558408363982414,1
TCP,TCP,1,192.168.1.1,49317,80,62,6.515979895236105,1
BOOTP,UDP,1,255.255.255.255,68,67,331,6.5320125685037524,1
TCP,TCP,1,192.168.1.1,49433,80,66,6.549859597379446,1
TCP,TCP,1,192.168.1.1,49439,80,66,6.56770662625514,1
TCP,TCP,1,192.168.1.1,49319,80,62,6.525591490416285,1
TCP,TCP,1,192.168.1.1,49318,80,62,6.541471123581364,1
TCP,TCP,1,192.168.1.1,49320,80,62,6.559150775266719,1
TCP,TCP,1,192.168.1.1,49434,80,66,6.576830426952074,1
TCP,TCP,1,192.168.1.1,49440,80,66,6.592691579024489,1
TCP,TCP,1,192.168.1.1,49321,80,62,6.552544601219875,1
TCP,TCP,1,192.168.1.1,49435,80,66,6.568269353832537,1
TCP,TCP,1,192.168.1.1,49441,80,66,6.585784738776091,1
TCP,TCP,1,192.168.1.1,49322,80,62,6.54428364481444,1
TCP,TCP,1,192.168.1.1,49242,80,66,6.559865902996853,1
TCP,TCP,1,192.168.1.1,49436,80,66,6.5772200455973735,1
TCP,TCP,1,192.168.1.1,49442,80,66,6.594574188197894,1
TCP,TCP,1,192.168.1.1,49243,80,66,6.610138561264671,1
TCP,TCP,1,192.168.1.1,49323,80,62,6.5705743510416035,1
TCP,TCP,1,192.168.1.1,49437,80,66,6.586007390838959,1
TCP,TCP,1,192.168.1.1,49443,80,66,6.603203232590497,1
TCP,TCP,1,192.168.1.1,49244,80,66,6.620399074342035,1
TCP,TCP,1,192.168.1.1,49324,80,62,6.579344722355175,1
TCP,TCP,1,192.168.1.1,49438,80,66,6.594635926144446,1
TCP,TCP,1,192.168.1.1,49444,80,66,6.61167632905438,1
TCP,TCP,1,192.168.1.1,49245,80,66,6.626954848186783,1
TCP,TCP,1,192.168.1.1,49325,80,62,6.587957863081875,1
BOOTP,UDP,1,255.255.255.255,68,67,342,6.603109839987855,1
TCP,TCP,1,192.168.1.1,49439,80,66,6.619997588939231,1
TCP,TCP,1,192.168.1.1,49445,80,66,6.6368853378906065,1
TCP,TCP,1,192.168.1.1,49246,80,66,6.65202040903815,1
TCP,TCP,1,192.168.1.1,49326,80,62,6.613160245333285,1
