Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TCP,TCP,1,192.168.1.1,49673,80,66,7.410810423029756,1
TCP,TCP,1,192.168.1.1,49679,80,66,7.4133588447708245,1
TCP,TCP,1,192.168.1.1,49559,80,62,7.406190133571505,1
TCP,TCP,1,192.168.1.1,49560,80,62,7.408441054791007,1
TCP,TCP,1,192.168.1.1,49558,80,62,7.410986036259503,1
TCP,TCP,1,192.168.1.1,49674,80,66,7.413236677698379,1
TCP,TCP,1,192.168.1.1,49680,80,66,7.415781558123267,1
TCP,TCP,1,192.168.1.1,49561,80,62,7.408913401798318,1
TCP,TCP,1,192.168.1.1,49675,80,66,7.41116117598608,1
TCP,TCP,1,192.168.1.1,49681,80,66,7.413702726457954,1
TCP,TCP,1,192.168.1.1,49482,80,66,7.406552869504462,1
TCP,TCP,1,192.168.1.1,49562,80,62,7.408797715408215,1
TCP,TCP,1,192.168.1.1,49676,80,66,7.411335844121956,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.413873972835696,1
TCP,TCP,1,192.168.1.1,49682,80,66,7.40673351036137,1
TCP,TCP,1,192.168.1.1,49483,80,66,7.408975330889904,1
TCP,TCP,1,192.168.1.1,49563,80,62,7.411510047048265,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.4140447632066255,1
TCP,TCP,1,192.168.1.1,49677,80,66,7.416579479364987,1
TCP,TCP,1,192.168.1.1,49683,80,66,7.419114195523348,1
TCP,TCP,1,192.168.1.1,49484,80,66,7.411976482627796,1
TCP,TCP,1,192.168.1.1,49564,80,62,7.414215085984206,1
TCP,TCP,1,192.168.1.1,49678,80,66,7.416746398748284,1
TCP,TCP,1,192.168.1.1,49684,80,66,7.419277711512362,1
TCP,TCP,1,192.168.1.1,49485,80,66,7.412149361684662,1
TCP,TCP,1,192.168.1.1,49565,80,62,7.414384956454835,1
TCP,TCP,1,192.168.1.1,49679,80,66,7.416912874953456,1
TCP,TCP,1,192.168.1.1,49685,80,66,7.419440793452077,1
TCP,TCP,1,192.168.1.1,49486,80,66,7.412321782174866,1
TCP,TCP,1,192.168.1.1,49566,80,62,7.414554376435895,1
TCP,TCP,1,192.168.1.1,49686,80,66,7.417078909761205,1
TCP,TCP,1,192.168.1.1,49680,80,66,7.4196034430865145,1
TCP,TCP,1,192.168.1.1,49487,80,66,7.421835658170244,1
TCP,TCP,1,192.168.1.1,49567,80,62,7.4150149889428985,1
TCP,TCP,1,192.168.1.1,49681,80,66,7.417244491567392,1
TCP,TCP,1,192.168.1.1,49482,80,66,7.419765648770508,1
TCP,TCP,1,192.168.1.1,49488,80,66,7.421994876855265,1
TCP,TCP,1,192.168.1.1,49568,80,62,7.415183121562089,1
TCP,TCP,1,192.168.1.1,49682,80,66,7.417409639996752,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.419927430098584,1
TCP,TCP,1,192.168.1.1,49483,80,66,7.422445220200416,1
TCP,TCP,1,192.168.1.1,49489,80,66,7.415350801222077,1
TCP,TCP,1,192.168.1.1,49569,80,62,7.41757433899697,1
TCP,TCP,1,192.168.1.1,49683,80,66,7.4200887709762915,1
TCP,TCP,1,192.168.1.1,49484,80,66,7.422312040120759,1
TCP,TCP,1,192.168.1.1,49490,80,66,7.424826373467683,1
TCP,TCP,1,192.168.1.1,49672,80,62,7.418029210914391,1
TCP,TCP,1,192.168.1.1,49684,80,66,7.420249686490327,1
TCP,TCP,1,192.168.1.1,49485,80,66,7.422760769294554,1
TCP,TCP,1,192.168.1.1,49491,80,66,7.42527185209878,1
TCP,TCP,1,192.168.1.1,49673,80,62,7.418192662852571,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.420410178338447,1
TCP,TCP,1,192.168.1.1,49685,80,66,7.422917920879284,1
TCP,TCP,1,192.168.1.1,49486,80,66,7.425425663420121,1
TCP,TCP,1,192.168.1.1,49492,80,66,7.427642804740662,1
TCP,TCP,1,192.168.1.1,49674,80,62,7.420860180646468,1
TCP,TCP,1,192.168.1.1,49686,80,66,7.423074646066103,1
ARP,TCP,1,192.168.1.1,0,0,60,7.425579057215248,1
ARP,TCP,0,192.168.1.11,0,0,42,7.428083468364393,0
TCP,TCP,1,192.168.1.1,49487,80,66,7.430587879513538,1
TCP,TCP,1,192.168.1.1,49493,80,66,7.43280187835057,1
ARP,TCP,1,192.168.1.1,0,0,60,7.4257320528574144,1
TCP,TCP,1,192.168.1.1,49675,80,62,7.428233141457231,1
ARP,TCP,0,192.168.1.12,0,0,42,7.430734230057049,0
TCP,TCP,1,192.168.1.1,49488,80,66,7.433235318656866,1
TCP,TCP,1,192.168.1.1,49494,80,66,7.435736407256684,1
TCP,TCP,1,192.168.1.1,49676,80,62,7.428671895343477,1
TCP,TCP,1,192.168.1.1,49489,80,66,7.430880188369502,1
TCP,TCP,1,192.168.1.1,49495,80,66,7.4333779632227355,1
TCP,TCP,1,192.168.1.1,49677,80,62,7.426325823751281,1
TCP,TCP,1,192.168.1.1,49490,80,66,7.428531286133143,1
TCP,TCP,1,192.168.1.1,49496,80,66,7.4310257560076005,1
TCP,TCP,1,192.168.1.1,49678,80,62,7.433520225882058,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.426188600494525,1
BROWSER,UDP,1,169.254.255.255,138,138,243,7.4286797741277,1
BROWSER,UDP,1,192.168.1.255,138,138,243,7.430882145086123,1
TCP,TCP,1,192.168.1.1,49491,80,66,7.433373221903115,1
TCP,TCP,1,192.168.1.1,49679,80,62,7.426628236151321,1
TCP,TCP,1,192.168.1.1,49492,80,66,7.428827861397315,1
TCP,TCP,1,192.168.1.1,49680,80,62,7.431315747486196,1
TCP,TCP,1,192.168.1.1,49493,80,66,7.4242941387606995,1
TCP,TCP,1,192.168.1.1,49681,80,62,7.426778842287727,1
TCP,TCP,1,192.168.1.1,49482,80,62,7.418910328529945,1
TCP,TCP,1,192.168.1.1,49494,80,66,7.421391569442497,1
TCP,TCP,1,192.168.1.1,49682,80,62,7.423872810355048,1
TCP,TCP,1,192.168.1.1,49483,80,62,7.417166177819917,1
TCP,TCP,1,192.168.1.1,49570,80,66,7.419357499225693,1
TCP,TCP,1,192.168.1.1,49495,80,66,7.421835574542736,1
TCP,TCP,1,192.168.1.1,49683,80,62,7.424026630717607,1
TCP,TCP,1,192.168.1.1,49484,80,62,7.417328616952403,1
TCP,TCP,1,192.168.1.1,49571,80,66,7.419517055437731,1
TCP,TCP,1,192.168.1.1,49496,80,66,7.421991877671033,1
TCP,TCP,1,192.168.1.1,49684,80,62,7.424466699904334,1
TCP,TCP,1,192.168.1.1,49485,80,62,7.417490625773842,1
TCP,TCP,1,192.168.1.1,49572,80,66,7.419676188913188,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.42214776659104,1
TCP,TCP,1,192.168.1.1,49573,80,66,7.424619344268893,1
TCP,TCP,1,192.168.1.1,49574,80,66,7.417652210339689,1
TCP,TCP,1,192.168.1.1,49575,80,66,7.419834905678823,1
TCP,TCP,1,192.168.1.1,49685,80,62,7.422303247297479,1
TCP,TCP,1,192.168.1.1,49486,80,62,7.424771588916134,1
TCP,TCP,1,192.168.1.1,49686,80,62,7.426953926055611,1
TCP,TCP,1,192.168.1.1,49576,80,66,7.429422172624589,1
TCP,TCP,1,192.168.1.1,49487,80,62,7.431890419193567,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.424923435414066,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.427388549436448,1
TCP,TCP,1,192.168.1.1,49577,80,66,7.42985366345883,1
TCP,TCP,1,192.168.1.1,49488,80,62,7.432318777481211,1
TCP,TCP,1,192.168.1.1,49578,80,66,7.42536008596273,1
TCP,TCP,1,192.168.1.1,49570,80,66,7.418134435103558,1
TCP,TCP,1,192.168.1.1,49489,80,62,7.420593213504322,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.423051991905085,1
TCP,TCP,1,192.168.1.1,49579,80,66,7.4255107703058485,1
TCP,TCP,1,192.168.1.1,49571,80,66,7.418294339203677,1
TCP,TCP,1,192.168.1.1,49490,80,62,7.420749914953165,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.423205490702653,1
TCP,TCP,1,192.168.1.1,49491,80,62,7.41600144585297,1
TCP,TCP,1,192.168.1.1,49580,80,66,7.418453827283477,1
TCP,TCP,1,192.168.1.1,49572,80,66,7.420906208713984,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.423358590144491,1
TCP,TCP,1,192.168.1.1,49573,80,66,7.425526870987293,1
TCP,TCP,1,192.168.1.1,49574,80,66,7.427979158593299,1
TCP,TCP,1,192.168.1.1,49575,80,66,7.4304314461993055,1
TCP,TCP,1,192.168.1.1,49581,80,66,7.432883733805312,1
TCP,TCP,1,192.168.1.1,49492,80,62,7.435336021411318,1
TCP,TCP,1,192.168.1.1,49576,80,66,7.428409682609763,1
TCP,TCP,1,192.168.1.1,49582,80,66,7.4305749536349115,1
TCP,TCP,1,192.168.1.1,49493,80,62,7.423663601508094,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.425826244379651,1
TCP,TCP,1,192.168.1.1,49577,80,66,7.428272168702569,1
TCP,TCP,1,192.168.1.1,49494,80,62,7.4307180930254875,1
TCP,TCP,1,192.168.1.1,49583,80,66,7.423815507860018,1
TCP,TCP,1,192.168.1.1,49578,80,66,7.425975342724895,1
TCP,TCP,1,192.168.1.1,49584,80,66,7.428418097771844,1
TCP,TCP,1,192.168.1.1,49495,80,62,7.421527338532598,1
TCP,TCP,1,192.168.1.1,49579,80,66,7.423684465529992,1
TCP,TCP,1,192.168.1.1,49496,80,62,7.426124059504862,1
TCP,TCP,1,192.168.1.1,49687,80,66,7.428563653479732,1
TCP,TCP,1,192.168.1.1,49580,80,66,7.421681621834747,1
TCP,TCP,1,192.168.1.1,49688,80,66,7.424118155525435,1
TCP,TCP,1,192.168.1.1,49581,80,66,7.4169687208613,1
TCP,TCP,1,192.168.1.1,49689,80,66,7.419120452421587,1
TCP,TCP,1,192.168.1.1,49582,80,66,7.412267979328718,1
TCP,TCP,1,192.168.1.1,49690,80,66,7.4144171154087415,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.416847275066365,1
TCP,TCP,1,192.168.1.1,49691,80,66,7.410006456090045,1
TCP,TCP,1,192.168.1.1,49583,80,66,7.412152911010373,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.414579942087979,1
TCP,TCP,1,192.168.1.1,49570,80,62,7.407750752821648,1
TCP,TCP,1,192.168.1.1,49584,80,66,7.409894533257988,1
TCP,TCP,1,192.168.1.1,49692,80,66,7.412318443802071,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.414742354346152,1
TCP,TCP,1,192.168.1.1,49571,80,62,7.407921736555065,1
TCP,TCP,1,192.168.1.1,49687,80,66,7.410342626011456,1
TCP,TCP,1,192.168.1.1,49693,80,66,7.412763515467846,1
TCP,TCP,1,192.168.1.1,49572,80,62,7.405674488493085,1
TCP,TCP,1,192.168.1.1,49688,80,66,7.408092273177543,1
TCP,TCP,1,192.168.1.1,49694,80,66,7.4102305421784855,1
TCP,TCP,1,192.168.1.1,49573,80,62,7.4126482356669605,1
TCP,TCP,1,192.168.1.1,49574,80,62,7.4058476935976785,1
TCP,TCP,1,192.168.1.1,49575,80,62,7.407983308457803,1
TCP,TCP,1,192.168.1.1,49689,80,66,7.410397905364079,1
TCP,TCP,1,192.168.1.1,49695,80,66,7.412812502270357,1
TCP,TCP,1,192.168.1.1,49576,80,62,7.414947774325816,1
TCP,TCP,1,192.168.1.1,49690,80,66,7.408432050287355,1
TCP,TCP,1,192.168.1.1,49696,80,66,7.410564831859101,1
TCP,TCP,1,192.168.1.1,49497,80,66,7.412976340102465,1
TCP,TCP,1,192.168.1.1,49577,80,62,7.415108874736041,1
TCP,TCP,1,192.168.1.1,49691,80,66,7.408601281324252,1
TCP,TCP,1,192.168.1.1,49697,80,66,7.411009799296074,1
TCP,TCP,1,192.168.1.1,49498,80,66,7.413139763576207,1
TCP,TCP,1,192.168.1.1,49578,80,62,7.406364877781782,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.408770322691747,1
TCP,TCP,1,192.168.1.1,49692,80,66,7.410897666211912,1
TCP,TCP,1,192.168.1.1,49698,80,66,7.413303020858524,1
TCP,TCP,1,192.168.1.1,49499,80,66,7.415708375505137,1
TCP,TCP,1,192.168.1.1,49579,80,62,7.418113730151749,1
TCP,TCP,1,192.168.1.1,49693,80,66,7.411341440274716,1
TCP,TCP,1,192.168.1.1,49699,80,66,7.413465972481079,1
TCP,TCP,1,192.168.1.1,49500,80,66,7.41586826216756,1
TCP,TCP,1,192.168.1.1,49580,80,62,7.4179925451081,1
TCP,TCP,1,192.168.1.1,49694,80,66,7.411506687021605,1
TCP,TCP,1,192.168.1.1,49700,80,66,7.413906009354729,1
TCP,TCP,1,192.168.1.1,49501,80,66,7.416027741885742,1
TCP,TCP,1,192.168.1.1,49581,80,62,7.418426974413042,1
TCP,TCP,1,192.168.1.1,49701,80,66,7.420826206940342,1
TCP,TCP,1,192.168.1.1,49695,80,66,7.414067786417602,1
TCP,TCP,1,192.168.1.1,49502,80,66,7.416186820448168,1
TCP,TCP,1,192.168.1.1,49582,80,62,7.4185830035888625,1
DATA,UDP,1,172.16.255.255,55384,1947,82,7.420979186729556,1
TCP,TCP,1,192.168.1.1,49696,80,66,7.414229161215766,1
TCP,TCP,1,192.168.1.1,49497,80,66,7.416622392061866,1
TCP,TCP,1,192.168.1.1,49503,80,66,7.4187386366469115,1
TCP,TCP,1,192.168.1.1,49583,80,62,7.421131778142604,1
TCP,TCP,1,192.168.1.1,49697,80,66,7.414390118378881,1
TCP,TCP,1,192.168.1.1,49498,80,66,7.416780315064368,1
TCP,TCP,1,192.168.1.1,49504,80,66,7.419170511749854,1
TCP,TCP,1,192.168.1.1,49584,80,62,7.4212839784276,1
TCP,TCP,1,192.168.1.1,49698,80,66,7.414550667932752,1
TCP,TCP,1,192.168.1.1,49499,80,66,7.416661630673372,1
TCP,TCP,1,192.168.1.1,49505,80,66,7.419048711983534,1
TCP,TCP,1,192.168.1.1,49687,80,62,7.421159437060093,1
TCP,TCP,1,192.168.1.1,49699,80,66,7.423546429481148,1
TCP,TCP,1,192.168.1.1,49500,80,66,7.416819107209432,1
ARP,TCP,1,192.168.1.1,0,0,60,7.419203169924703,1
ARP,TCP,0,192.168.1.10,0,0,42,7.4215872326399746,0
TCP,TCP,1,192.168.1.1,49506,80,66,7.423695185840661,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.426079159888778,1
TCP,TCP,1,192.168.1.1,49688,80,62,7.428463133936897,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.422013979386364,1
TCP,TCP,1,192.168.1.1,49700,80,66,7.424119332779243,1
TCP,TCP,1,192.168.1.1,49501,80,66,7.426500384521636,1
TCP,TCP,1,192.168.1.1,49507,80,66,7.428881436264028,1
TCP,TCP,1,192.168.1.1,49689,80,62,7.430986456365015,1
TCP,TCP,1,192.168.1.1,49701,80,66,7.433367419664074,1
TCP,TCP,1,192.168.1.1,49502,80,66,7.426920577733791,1
TCP,TCP,1,192.168.1.1,49508,80,66,7.429298714326085,1
TCP,TCP,1,192.168.1.1,49690,80,62,7.43140114184075,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.433779190206139,1
TCP,TCP,1,192.168.1.1,49503,80,66,7.42706453627213,1
TCP,TCP,1,192.168.1.1,49509,80,66,7.429164402187423,1
TCP,TCP,1,192.168.1.1,49691,80,62,7.431539454745668,1
TCP,TCP,1,192.168.1.1,49504,80,66,7.424835980471935,1
TCP,TCP,1,192.168.1.1,49510,80,66,7.42693328262272,1
TCP,TCP,1,192.168.1.1,49692,80,62,7.429305346909728,1
TCP,TCP,1,192.168.1.1,49505,80,66,7.431677411196736,1
TCP,TCP,1,192.168.1.1,49511,80,66,7.42498219262598,1
TCP,TCP,1,192.168.1.1,49693,80,62,7.427351363714885,1
TCP,TCP,1,192.168.1.1,49506,80,66,7.4297205348037885,1
TCP,TCP,1,192.168.1.1,49694,80,62,7.422761840174072,1
DATA,UDP,1,172.16.255.255,60321,1947,82,7.425128037764182,1
TCP,TCP,1,192.168.1.1,49507,80,66,7.41818383098834,1
TCP,TCP,1,192.168.1.1,49695,80,62,7.420273491728806,1
TCP,TCP,1,192.168.1.1,49508,80,66,7.422636636152923,1
TCP,TCP,1,192.168.1.1,49497,80,62,7.415704489064529,1
TCP,TCP,1,192.168.1.1,49696,80,62,7.418064675089057,1
TCP,TCP,1,192.168.1.1,49509,80,66,7.420424861113584,1
TCP,TCP,1,192.168.1.1,49697,80,62,7.413776784637046,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.415861386098294,1
TCP,TCP,1,192.168.1.1,49498,80,62,7.409227143103962,1
TCP,TCP,1,192.168.1.1,49585,80,66,7.4113093084892245,1
TCP,TCP,1,192.168.1.1,49510,80,66,7.413663599883281,1
TCP,TCP,1,192.168.1.1,49698,80,62,7.416017891277337,1
TCP,TCP,1,192.168.1.1,49499,80,62,7.418099726626626,1
TCP,TCP,1,192.168.1.1,49586,80,66,7.42045393155415,1
TCP,TCP,1,192.168.1.1,49511,80,66,7.4140946161222745,1
TCP,TCP,1,192.168.1.1,49699,80,62,7.416174001910274,1
TCP,TCP,1,192.168.1.1,49500,80,62,7.4185253570155085,1
TCP,TCP,1,192.168.1.1,49587,80,66,7.4208767121207435,1
TCP,TCP,1,192.168.1.1,49588,80,66,7.413981297492101,1
TCP,TCP,1,192.168.1.1,49589,80,66,7.4163297236237105,1
TCP,TCP,1,192.168.1.1,49590,80,66,7.41867814975532,1
TCP,TCP,1,192.168.1.1,49700,80,62,7.420754705498148,1
TCP,TCP,1,192.168.1.1,49501,80,62,7.423103045594825,1
TCP,TCP,1,192.168.1.1,49701,80,62,7.425451385691502,1
TCP,TCP,1,192.168.1.1,49591,80,66,7.419102042294161,1
TCP,TCP,1,192.168.1.1,49502,80,62,7.421447632569941,1
ARP,TCP,1,192.168.1.1,0,0,60,7.423521575358173,1
ARP,TCP,0,192.168.1.12,0,0,42,7.4169110728106995,0
TCP,TCP,1,192.168.1.1,49592,80,66,7.419253748449616,1
TCP,TCP,1,192.168.1.1,49503,80,62,7.4213251944227645,1
TCP,TCP,1,192.168.1.1,49593,80,66,7.414725537442684,1
TCP,TCP,1,192.168.1.1,49585,80,66,7.416794578001205,1
TCP,TCP,1,192.168.1.1,49504,80,62,7.419134260833381,1
TCP,TCP,1,192.168.1.1,49594,80,66,7.412545424246475,1
TCP,TCP,1,192.168.1.1,49586,80,66,7.414611979753579,1
TCP,TCP,1,192.168.1.1,49505,80,62,7.416948762602541,1
TCP,TCP,1,192.168.1.1,49595,80,66,7.410370704833492,1
TCP,TCP,1,192.168.1.1,49506,80,62,7.412434785368942,1
TCP,TCP,1,192.168.1.1,49587,80,66,7.414768675414713,1
TCP,TCP,1,192.168.1.1,49588,80,66,7.4171025654604845,1
TCP,TCP,1,192.168.1.1,49589,80,66,7.410532456599731,1
TCP,TCP,1,192.168.1.1,49590,80,66,7.412863545765067,1
TCP,TCP,1,192.168.1.1,49596,80,66,7.415194634930401,1
TCP,TCP,1,192.168.1.1,49507,80,62,7.417525724095737,1
TCP,TCP,1,192.168.1.1,49591,80,66,7.419856813261071,1
ARP,TCP,1,192.168.1.1,0,0,60,7.413022019294922,1
ARP,TCP,0,192.168.1.11,0,0,42,7.4153502297281175,0
TCP,TCP,1,192.168.1.1,49597,80,66,7.417409027485934,1
TCP,TCP,1,192.168.1.1,49508,80,62,7.419737153357713,1
TCP,TCP,1,192.168.1.1,49592,80,66,7.422065279229491,1
TCP,TCP,1,192.168.1.1,49509,80,62,7.415505436591249,1
TCP,TCP,1,192.168.1.1,49598,80,66,7.41756168947444,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.419886943922551,1
TCP,TCP,1,192.168.1.1,49593,80,66,7.413337786815433,1
TCP,TCP,1,192.168.1.1,49599,80,66,7.4153915893587925,1
TCP,TCP,1,192.168.1.1,49510,80,62,7.417713979458811,1
TCP,TCP,1,192.168.1.1,49594,80,66,7.420036369558829,1
TCP,TCP,1,192.168.1.1,49511,80,62,7.4134950919081986,1
TCP,TCP,1,192.168.1.1,49702,80,66,7.415546361910037,1
TCP,TCP,1,192.168.1.1,49595,80,66,7.417865894710134,1
TCP,TCP,1,192.168.1.1,49703,80,66,7.4113352441358895,1
TCP,TCP,1,192.168.1.1,49596,80,66,7.413652010389136,1
TCP,TCP,1,192.168.1.1,49704,80,66,7.406866771296207,1
TCP,TCP,1,192.168.1.1,49597,80,66,7.409180694061374,1
TCP,TCP,1,192.168.1.1,49705,80,66,7.402409257868888,1
TCP,TCP,1,192.168.1.1,49706,80,66,7.395654402840858,1
TCP,TCP,1,192.168.1.1,49598,80,66,7.397962659520895,1
TCP,TCP,1,192.168.1.1,49585,80,62,7.400270916200933,1
TCP,TCP,1,192.168.1.1,49599,80,66,7.393526932145835,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.395832366175191,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.398137800204547,1
TCP,TCP,1,192.168.1.1,49707,80,66,7.4004432342339035,1
TCP,TCP,1,192.168.1.1,49586,80,62,7.402748668263261,1
TCP,TCP,1,192.168.1.1,49702,80,66,7.396009894796341,1
TCP,TCP,1,192.168.1.1,49708,80,66,7.3980467614339,1
TCP,TCP,1,192.168.1.1,49587,80,62,7.400349296996127,1
TCP,TCP,1,192.168.1.1,49703,80,66,7.393887189016046,1
TCP,TCP,1,192.168.1.1,49709,80,66,7.395921643140968,1
TCP,TCP,1,192.168.1.1,49588,80,62,7.398221370020054,1
TCP,TCP,1,192.168.1.1,49589,80,62,7.40052109689914,1
TCP,TCP,1,192.168.1.1,49590,80,62,7.402555240037742,1
TCP,TCP,1,192.168.1.1,49704,80,66,7.404854884411783,1
TCP,TCP,1,192.168.1.1,49710,80,66,7.398660669704622,1
TCP,TCP,1,192.168.1.1,49591,80,62,7.40095767705318,1
TCP,TCP,1,192.168.1.1,49705,80,66,7.4032546844017375,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.396275174244008,1
TCP,TCP,1,192.168.1.1,49512,80,66,7.398569304260833,1
TCP,TCP,1,192.168.1.1,49711,80,66,7.400863434277658,1
TCP,TCP,1,192.168.1.1,49592,80,62,7.403157564294483,1
TCP,TCP,1,192.168.1.1,49706,80,66,7.405186670845776,1
TCP,TCP,1,192.168.1.1,49712,80,66,7.399007133716424,1
TCP,TCP,1,192.168.1.1,49593,80,62,7.401033986950954,1
TCP,TCP,1,192.168.1.1,49513,80,66,7.4033253287425795,1
TCP,TCP,1,192.168.1.1,49707,80,66,7.405351955171993,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.399179730803995,1
TCP,TCP,1,192.168.1.1,49713,80,66,7.401204117480325,1
TCP,TCP,1,192.168.1.1,49514,80,66,7.403492677813497,1
TCP,TCP,1,192.168.1.1,49594,80,62,7.40578123814667,1
TCP,TCP,1,192.168.1.1,49708,80,66,7.407805316862834,1
TCP,TCP,1,192.168.1.1,49714,80,66,7.401637776486628,1
TCP,TCP,1,192.168.1.1,49515,80,66,7.403659621087135,1
TCP,TCP,1,192.168.1.1,49595,80,62,7.405945406706489,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.408231192325842,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.401806773857038,1
TCP,TCP,1,192.168.1.1,49709,80,66,7.403826168097714,1
TCP,TCP,1,192.168.1.1,49715,80,66,7.4061091857258665,1
TCP,TCP,1,192.168.1.1,49516,80,66,7.408392203354018,1
TCP,TCP,1,192.168.1.1,49596,80,62,7.410411287102021,1
TCP,TCP,1,192.168.1.1,49716,80,66,7.412694223419674,1
TCP,TCP,1,192.168.1.1,49710,80,66,7.406536037310028,1
TCP,TCP,1,192.168.1.1,49517,80,66,7.408552816843142,1
TCP,TCP,1,192.168.1.1,49597,80,62,7.4108330731733485,1
TCP,TCP,1,192.168.1.1,49512,80,66,7.413113329503556,1
TCP,TCP,1,192.168.1.1,49711,80,66,7.4066987048634285,1
TCP,TCP,1,192.168.1.1,49518,80,66,7.4087130422792535,1
TCP,TCP,1,192.168.1.1,49598,80,62,7.410990543982997,1
TCP,TCP,1,192.168.1.1,49712,80,66,7.413268045686742,1
TCP,TCP,1,192.168.1.1,49513,80,66,7.4068609798613325,1
TCP,TCP,1,192.168.1.1,49519,80,66,7.40887288910331,1
TCP,TCP,1,192.168.1.1,49599,80,62,7.411147642830391,1
TCP,TCP,1,192.168.1.1,49713,80,66,7.413422396557472,1
TCP,TCP,1,192.168.1.1,49514,80,66,7.407022871747928,1
TCP,TCP,1,192.168.1.1,49520,80,66,7.409032342631056,1
TCP,TCP,1,192.168.1.1,49702,80,62,7.411304355002302,1
TCP,TCP,1,192.168.1.1,49714,80,66,7.413576367373547,1
TCP,TCP,1,192.168.1.1,49515,80,66,7.407184365876367,1
TCP,TCP,1,192.168.1.1,49521,80,66,7.409191412299481,1
TCP,TCP,1,192.168.1.1,49703,80,62,7.411460689914273,1
TCP,TCP,1,192.168.1.1,49715,80,66,7.413729967529067,1
TCP,TCP,1,192.168.1.1,49516,80,66,7.407345471686719,1
TCP,TCP,1,192.168.1.1,49522,80,66,7.409350103496958,1
TCP,TCP,1,192.168.1.1,49704,80,62,7.411616652932106,1
TCP,TCP,1,192.168.1.1,49716,80,66,7.413883202367254,1
TCP,TCP,1,192.168.1.1,49517,80,66,7.4158875321372815,1
TCP,TCP,1,192.168.1.1,49523,80,66,7.409770102337326,1
TCP,TCP,1,192.168.1.1,49705,80,62,7.411772241395321,1
TCP,TCP,1,192.168.1.1,49518,80,66,7.414036069202711,1
TCP,TCP,1,192.168.1.1,49524,80,66,7.407666531929166,1
TCP,TCP,1,192.168.1.1,49706,80,62,7.40966633994914,1
TCP,TCP,1,192.168.1.1,49519,80,66,7.411927452655868,1
TCP,TCP,1,192.168.1.1,49525,80,66,7.4055679974592055,1
TCP,TCP,1,192.168.1.1,49707,80,62,7.407826481142481,1
TCP,TCP,1,192.168.1.1,49520,80,66,7.40982388794913,1
TCP,TCP,1,192.168.1.1,49526,80,66,7.403474488817612,1
TCP,TCP,1,192.168.1.1,49708,80,62,7.405469658935397,1
TCP,TCP,1,192.168.1.1,49521,80,66,7.407725360933245,1
TCP,TCP,1,192.168.1.1,49709,80,62,7.401385984006319,1
TCP,TCP,1,192.168.1.1,49522,80,66,7.403378843223066,1
TCP,TCP,1,192.168.1.1,49710,80,62,7.397052065011129,1
TCP,TCP,1,192.168.1.1,49523,80,66,7.399042697671005,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.392728484062035,1
TCP,TCP,1,192.168.1.1,49512,80,62,7.39471689511257,1
TCP,TCP,1,192.168.1.1,49711,80,62,7.396964529427193,1
TCP,TCP,1,192.168.1.1,49524,80,66,7.399212163741818,1
TCP,TCP,1,192.168.1.1,49712,80,62,7.392905269356097,1
TCP,TCP,1,192.168.1.1,49513,80,62,7.3948913104293705,1
TCP,TCP,1,192.168.1.1,49600,80,66,7.397136268325676,1
TCP,TCP,1,192.168.1.1,49525,80,66,7.399381226221981,1
TCP,TCP,1,192.168.1.1,49713,80,62,7.3928230190660775,1
TCP,TCP,1,192.168.1.1,49514,80,62,7.395065306909289,1
TCP,TCP,1,192.168.1.1,49601,80,66,7.397307594752499,1
TCP,TCP,1,192.168.1.1,49526,80,66,7.399291050337852,1
TCP,TCP,1,192.168.1.1,49714,80,62,7.401533259747045,1
TCP,TCP,1,192.168.1.1,49515,80,62,7.395497290120753,1
TCP,TCP,1,192.168.1.1,49602,80,66,7.397478518077403,1
